,protid,P,S,C
711,x0711_X,1157,2508,521
712,x0712_X,1162,2396,537
713,x0713_X,1195,2557,526
714,x0714_X,1061,2413,442
715,x0715_X,1161,2530,495
716,x0716_X,1093,2434,478
717,x0717_X,1124,2317,475
718,x0718_X,1017,2169,469
719,x0719_X,1178,2405,512
720,x0720_X,1204,2537,537
721,x0721_X,1205,2565,508
722,x0722_X,1053,2461,491
723,x0723_X,1156,2437,502
724,x0724_X,1099,2424,482
725,x0725_X,1127,2399,479
726,x0726_X,1129,2392,484
727,x0727_X,1165,2519,502
728,x0728_X,1070,2241,517
729,x0729_X,1167,2395,533
730,x0730_X,1130,2430,535
731,x0731_X,1163,2489,534
732,x0732_X,1264,2673,528
733,x0733_X,1213,2611,547
734,x0734_X,1279,2609,577
735,x0735_X,1178,2467,541
736,x0736_X,1078,2192,471
737,x0737_X,1164,2424,507
738,x0738_X,1204,2521,553
739,x0739_X,1152,2521,513
740,x0740_X,1125,2217,486
741,x0741_X,1174,2574,530
742,x0742_X,1101,2392,512
743,x0743_X,1182,2475,529
744,x0744_X,1141,2523,522
745,x0745_X,1149,2433,513
746,x0746_X,1224,2615,532
747,x0747_X,1180,2393,522
748,x0748_X,1094,2328,494
749,x0749_X,1027,2412,477
750,x0750_X,1164,2432,499
751,x0751_X,1182,2494,510
752,x0752_X,934,2181,455
753,x0753_X,1064,2306,458
754,x0754_X,1031,2136,488
755,x0755_X,1157,2459,479
756,x0756_X,1199,2571,508
757,x0757_X,1126,2589,471
758,x0758_X,1120,2461,514
759,x0759_X,1144,2268,504
760,x0760_X,1055,2214,472
761,x0761_X,1097,2409,499
762,x0762_X,1090,2360,466
763,x0763_X,1105,2322,489
764,x0764_X,977,1939,405
765,x0765_X,1098,2441,466
766,x0766_X,1150,2435,510
767,x0767_X,1042,1991,453
768,x0768_X,1174,2603,501
769,x0769_X,1119,2326,471
770,x0770_X,1064,2120,471
771,x0771_X,1175,2227,514
772,x0772_X,1112,2246,470
773,x0773_X,1124,2224,480
774,x0774_X,1215,2444,527
775,x0775_X,1071,2348,497
776,x0776_X,1104,2407,494
777,x0777_X,1213,2450,523
778,x0778_X,1139,2372,494
779,x0779_X,1064,2184,493
780,x0780_X,1051,2192,498
781,x0781_X,1028,2142,485
782,x0782_X,1147,2423,525
783,x0783_X,1033,2203,505
784,x0784_X,1124,2200,504
785,x0785_X,1208,2450,528
786,x0786_X,1177,2400,518
