,protid,P,S,C
485,x0485_ ,2606,5065,2340
486,x0486_ ,2306,4527,2078
487,x0487_ ,2411,4846,2196
488,x0488_ ,1986,3732,1908
489,x0489_ ,2110,3940,1825
490,x0490_ ,1897,4264,1840
491,x0491_ ,1939,4057,1754
492,x0492_ ,2371,4374,2033
493,x0493_ ,2271,4470,2037
494,x0494_ ,2106,4140,1882
495,x0495_ ,2120,4444,1951
496,x0496_ ,2333,4873,2110
497,x0497_ ,2348,4621,2211
498,x0498_ ,2128,4296,1961
499,x0499_ ,2415,4990,2186
500,x0500_ ,2217,4625,2203
501,x0501_ ,2541,4985,2204
502,x0502_ ,2762,4958,2433
503,x0503_ ,2467,4148,2163
504,x0504_ ,2492,5266,2395
505,x0505_ ,2267,5033,2430
506,x0506_ ,2703,4702,2325
507,x0507_ ,2469,4951,2171
508,x0508_ ,2356,4611,2349
509,x0509_ ,2565,4870,2156
510,x0510_ ,2239,4806,2000
511,x0511_ ,2074,4595,1977
512,x0512_ ,2313,4889,2114
513,x0513_ ,2255,4830,2095
514,x0514_ ,2315,5013,2125
515,x0515_ ,2143,4825,2077
516,x0516_ ,2322,4471,2118
517,x0517_ ,2106,4606,2066
518,x0518_ ,2612,5184,2215
519,x0519_ ,2136,4469,1910
520,x0520_ ,2369,5090,2271
521,x0521_ ,2197,4854,1994
522,x0522_ ,2230,4799,2016
523,x0523_ ,2296,4818,2066
524,x0524_ ,2143,4630,2005
525,x0525_ ,2468,4970,2153
526,x0526_ ,2130,4499,1886
527,x0527_ ,2323,4621,2101
528,x0528_ ,2419,4937,2097
529,x0529_ ,2094,4536,2016
530,x0530_ ,2123,4760,1895
531,x0531_ ,2283,4613,2015
532,x0532_ ,2371,4825,2120
533,x0533_ ,2151,4690,1937
534,x0534_ ,2275,4763,2142
535,x0535_ ,2482,4753,2218
536,x0536_ ,2055,4635,1695
537,x0537_ ,2072,4426,1887
538,x0538_ ,2525,5524,2247
539,x0539_ ,2328,5172,2230
540,x0540_ ,2313,4615,2117
541,x0541_ ,2199,4973,2419
542,x0542_ ,2183,5275,2272
543,x0543_ ,2426,5786,2228
